yield_strength,hatch_spacing,laser_beam_power,laser_beam_speed,laser_module,laser_spot_size,scan_rotation,stripe_width
347.17127998021584,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
340.8981450590251,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.5203300796506,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.84609847177416,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
359.9596256019235,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
355.76701496731664,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.94109347319613,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
360.79254812975654,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
339.57602056541725,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
343.96811273800205,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
341.67351746875585,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
345.96764657475387,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
338.0726358195496,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
354.1673325745153,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
347.30834342320986,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
337.3196746439788,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
340.9614923503397,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.5942357796016,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
355.79113754315506,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
365.0599721335343,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
372.3970247280587,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
352.40140046620803,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
341.1698200397451,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
332.02975475414956,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.2278166987507,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
342.5825962375174,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
345.7632669185626,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
344.1893506075216,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
347.959797908669,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
357.6139668463012,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.3425135395628,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
347.8170463036905,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
340.80089497739357,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
335.6886614423652,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
345.1956617274134,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
348.6558645934535,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
363.2295643086391,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.1283211717831,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
356.9480410881845,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
345.09176021168685,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
339.60657486866387,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
341.3651909021411,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
343.284316483714,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
366.11388285948135,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
342.5150315662049,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
355.7940386298908,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
341.86270757530383,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
356.538709102994,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
352.16573272884693,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
347.8330218187353,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
348.7600247909166,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
343.8478234365649,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
352.6547026118567,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
345.4462571572738,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
339.28127888986205,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
338.86262440544306,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.466828341777,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
361.7188550512835,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.36605790858755,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
348.137018391121,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.37273411682037,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
359.5341389336546,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.84118501091086,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
345.79870715333016,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
357.9364346804791,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
352.51617650769293,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
361.37217293596797,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.5520004977753,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
339.290372746236,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
338.1408514060347,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
362.29354845785,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
362.8754507662664,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
347.6499712937392,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
346.02062643091216,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
360.7776793379377,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
340.2297595436521,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
341.9283088483534,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
354.2327393575124,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
345.92928401712334,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
349.04515006623944,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
347.7785818118039,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.7867213903915,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
360.3459798905098,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
349.810804255214,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
354.2376353462149,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
332.68474819175185,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
348.6963777845591,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
342.34028283765707,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
339.335620516611,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
342.06090606457,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
346.4131374743935,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
356.41334533884816,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
338.4749832580835,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
349.33117694075537,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
345.2127695333314,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
346.46474024510434,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
357.1081876024369,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
353.39104849603143,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
359.785309859542,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
347.85007956600083,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
343.5185841066344,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
347.29525446495603,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.0260993301698,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.4987118676297,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
340.4110204221331,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
349.810043253023,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.9119516411113,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
369.2259173002714,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
364.1008818902534,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
342.2601781955295,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
346.78705810760664,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
337.378588985304,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
344.36046888829213,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.6109650287228,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
358.7329539671059,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
343.25345429805117,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
343.85295347945765,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
331.90781276209077,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
347.78479763564076,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
340.5868097051235,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
344.85060958107147,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
342.0712387746593,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
348.33202456597957,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
335.024297869147,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
337.3497630368721,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
366.1201018962264,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
338.7867443498078,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
340.3118403723629,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
363.7814332265705,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
372.32666235392327,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
339.7135919693973,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
346.1401333456958,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.81856940752414,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
362.9157061552448,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
341.19126837257414,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
347.12390223246314,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
355.304825608494,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
352.56425359573296,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
346.07687643015925,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
348.0155412838717,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
338.08695853304016,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
347.18073504820273,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
346.9550250799284,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.9434841170101,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
344.6435072494479,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
352.85843318036115,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
357.1878515425587,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.32955962134776,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.9001762671937,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
349.511367780623,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
349.08680014473134,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
343.31366073165725,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.6180790933865,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
348.3078322126921,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
365.8314714714448,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
361.672964219802,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
352.17289742045205,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
342.9816673224419,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
340.18683322413267,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
358.61526862471095,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.18811880117715,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
352.9272722271329,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
335.1294371042065,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
356.5056328524655,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
352.72148770571494,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
340.2026795246842,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
345.3139265404005,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.1958626348522,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
349.50585938685,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
346.7487555135716,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
348.25821885547236,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
347.07030597434493,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.3066250968198,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
360.8580607839453,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
328.55285747254965,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
347.19132288392257,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.49822437097964,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.4540769174968,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
346.1108083494297,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
335.03235074017135,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.71008886971293,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
362.9049267133135,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
336.81523376067094,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
355.99674910958555,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
346.4579232150169,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
348.59553023336923,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
340.66293691436846,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
346.410475621153,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
359.4864817575917,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
353.7473669359017,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
362.9446178432796,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
358.5054201118216,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
352.59881843143665,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
363.03760120934237,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
352.59807026990643,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
355.7100304143765,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
346.71355737172235,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
349.6184915268737,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
343.5067344135978,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
357.0027964767589,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
339.6596960150811,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
355.3449277393413,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
347.5609165399588,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
358.4561017477386,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
355.09307690985014,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
363.6512942611744,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
354.9323225291092,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
336.5098029547741,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
348.5504996168144,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
339.7100674592415,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
344.93988626106983,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
361.1759524662138,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
354.1863954871816,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
343.49468157137005,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
340.97638606847687,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
349.3483817430101,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
339.353643804951,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
343.7170027808274,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.58220077241,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
358.3286212888536,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
353.95621677779553,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
330.75580893121526,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.5210588322421,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
349.6623935858607,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
352.3972472829816,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
362.0158024532097,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
332.5802187855621,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
344.3572975984712,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
353.81337558234685,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
336.4333698043685,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
360.8937173844281,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
352.0329779016053,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
355.85879688674726,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
344.5185757078257,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
355.5962345197297,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
357.6338974479123,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.9491491610974,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.9613321415896,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
351.24887091425387,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
342.179362882085,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
347.9058955580772,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
347.86594474038117,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
352.153275914828,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
357.0847189752824,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
340.61783634417276,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
348.08605275744344,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
360.93776938127183,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
343.13741916949954,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
342.50812486167746,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
350.70457453464957,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
355.8412065238826,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
349.17753344448533,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
359.717809723496,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
355.94047686053227,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
355.82068553512056,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
353.5190570105928,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
367.7073498027687,87.75,360.75,1316.25,1.45,126.75,65.325,9.75
